id,generated_id,voted_for,category,voted_id
36378,c9phzj5bom,SALUM AHMEDI  - KESHO,Best Actor,
36379,hn98wn121t,SALUNI YA MAMA KIMBO,Best Comedy,
36380,qe2dp7pt9s,PASUA KICHWA,Best Comedy,
36381,lho8sqazih,SALUM AHMEDI  - KESHO,Best Actor,
36382,iw89ope78y,YUSUPH MLELA - KESHO,Best Supporting Actor,
36383,hn98wn121t,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36384,3rqrep6kbd,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36385,g2ga91mlgc,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36386,bph6weiu7l,CHRISTINA MRONI - DECISION,Best Actress,
36387,w3v16lfwav,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36388,1f08l5n8he,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36389,9ovuogo6gi,SALUNI YA MAMA KIMBO,Best Comedy,
36390,9fxb5j84nn,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36391,5p0k1h3xm4,JUA KALI,Best Series,
36392,kq9enr497h,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
36393,c5dszp0l23,MARIAM RABII - AHADI,Best Actress Audience Choice,
36394,b6rxrl39uf,JUA KALI,Best Series,
36395,w3v16lfwav,CHA UROHO - HASSAN KAZO,Best Comedian,
36396,dvmlo7ponc,OBAMBO,Best Feature Film,
36397,1f08l5n8he,GODLIVER GORDIAN - JUA KALI,Best Actress,
36398,otmzagoc9z,JUA KALI,Best Series,
36399,hn98wn121t,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36400,47dqwvmf8i,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
36401,v0ehu6hufp,HAIKUFUMA,Best Series,
36402,fyt0v39fie,SALUNI YA MAMA KIMBO,Best Comedy,
36403,3rqrep6kbd,JUA KALI,Best Series,
36404,9ovuogo6gi,NYARA,Best Feature Film,
36405,8nsdrn4pp1,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36406,23cd9m6ij1,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36407,hn98wn121t,GODLIVER GORDIAN - JUA KALI,Best Actress,
36408,3kuurmdt2e,JUA KALI,Best Series,
36409,lk768g58lh,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36410,w3v16lfwav,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36411,9ovuogo6gi,HAIKUFUMA,Best Series,
36412,08ks1ofgh6,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36413,3rqrep6kbd,KITIMTIM,Best Comedy,
36414,g2ga91mlgc,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36415,c5dszp0l23,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36416,76eyv0bjuj,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
36417,b6rxrl39uf,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36418,0wq9t69qhv,SALUM AHMEDI  - KESHO,Best Actor,
36419,k0dw1m00rd,HAIKUFUMA,Best Series,
36420,08ks1ofgh6,JUA KALI,Best Series,
36421,g2ga91mlgc,KIMBEMBE - SAID ZUBERI,Best Comedian,
36422,3rqrep6kbd,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36423,z8dfjzwo32,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36424,08ks1ofgh6,JAMBO NA VIJIMAMBO,Best Comedy,
36425,kq9enr497h,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
36426,u4t79xdgv6,PASUA KICHWA,Best Comedy,
36427,hn98wn121t,KIMBEMBE - SAID ZUBERI,Best Comedian,
36428,tqm92oksue,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36429,xja7ozzzqq,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36430,1k0r74qjqm,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36431,fyt0v39fie,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36432,b6rxrl39uf,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36433,08ks1ofgh6,JOTI - LUCAS LAZARO,Best Comedian,
36434,8nsdrn4pp1,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36435,8vyxdxdjru,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36436,uz6g8rpq7x,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
36437,v0ehu6hufp,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36438,s5h2nkauww,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36439,aeka3xhk6m,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36440,otmzagoc9z,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36441,9ovuogo6gi,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36442,8eyp6d7eao,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36443,3rqrep6kbd,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36444,nkl8fooi6o,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36445,hu6jlzg7eo,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36446,eknwqfrcig,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36447,b6rxrl39uf,GODLIVER GORDIAN - JUA KALI,Best Actress,
36448,ux9k4sd2qw,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
36449,my1dvsj4ba,CHA UROHO - HASSAN KAZO,Best Comedian,
36450,otmzagoc9z,TISHI ABDALLAH - KESHO,Best Actress,
36451,k49vf1ty5k,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36452,3rqrep6kbd,GODLIVER GORDIAN - JUA KALI,Best Actress,
36453,aeka3xhk6m,JUA KALI,Best Series,
36454,xja7ozzzqq,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36455,0omblggri3,JUA KALI,Best Series,
36456,76eyv0bjuj,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36457,8nsdrn4pp1,AHADI,Best Series,
36458,aeka3xhk6m,OBAMBO,Best Feature Film,
36459,3rqrep6kbd,JOTI - LUCAS LAZARO,Best Comedian,
36460,nkl8fooi6o,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36461,fdp3isj1hp,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36462,h97nk0um7g,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
36463,1k0r74qjqm,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36464,rve27vfkc1,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36465,ux9k4sd2qw,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36466,aeka3xhk6m,SALUNI YA MAMA KIMBO,Best Comedy,
36467,fyt0v39fie,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
36468,dcz977ckj8,HAIKUFUMA,Best Series,
36469,0omblggri3,GODLIVER GORDIAN - JUA KALI,Best Actress,
36470,nkl8fooi6o,JUA KALI,Best Series,
36471,tqm92oksue,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36472,2viutcozcf,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36473,dizesybxs7,SALUM AHMEDI  - KESHO,Best Actor,
36474,xja7ozzzqq,JUA KALI,Best Series,
36475,3rqrep6kbd,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36476,aeka3xhk6m,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36477,9ovuogo6gi,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36478,mv150bvduw,GODLIVER GORDIAN - JUA KALI,Best Actress,
36479,s5h2nkauww,GODLIVER GORDIAN - JUA KALI,Best Actress,
36480,ux9k4sd2qw,HAIKUFUMA,Best Series,
36481,i690h10954,KIMBEMBE - SAID ZUBERI,Best Comedian,
36482,h97nk0um7g,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36483,hu6jlzg7eo,JUA KALI,Best Series,
36484,rve27vfkc1,JUA KALI,Best Series,
36485,w9tvxbyio5,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36486,xja7ozzzqq,NYARA,Best Feature Film,
36487,ux9k4sd2qw,NYARA,Best Feature Film,
36488,nkl8fooi6o,KITIMTIM,Best Series Comedy(online ,
36489,aeka3xhk6m,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36490,rve27vfkc1,SALUNI YA MAMA KIMBO,Best Comedy,
36491,2aiokcj9u2,KITIMTIM,Best Comedy,
36492,ux9k4sd2qw,SALUNI YA MAMA KIMBO,Best Comedy,
36493,8nsdrn4pp1,SALUNI YA MAMA KIMBO,Best Comedy,
36494,ohz9zxweu8,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36495,dmapwcivo6,GODLIVER GORDIAN - JUA KALI,Best Actress,
36496,xja7ozzzqq,SALUNI YA MAMA KIMBO,Best Comedy,
36497,fyt0v39fie,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36498,aeka3xhk6m,JOTI - LUCAS LAZARO,Best Comedian,
36499,v0ehu6hufp,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36500,76eyv0bjuj,JUA KALI,Best Series,
36501,min75zl1ef,SALUM AHMEDI  - KESHO,Best Actor,
36502,ux9k4sd2qw,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36503,aeka3xhk6m,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36504,nkl8fooi6o,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36505,i690h10954,SALUNI YA MAMA KIMBO,Best Comedy,
36506,xja7ozzzqq,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36507,dmapwcivo6,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36508,tqm92oksue,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36509,3rqrep6kbd,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36510,rve27vfkc1,KITIMTIM,Best Series Comedy(online ,
36511,0omblggri3,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36512,g2ga91mlgc,JUA KALI,Best Series,
36513,nkl8fooi6o,GODLIVER GORDIAN - JUA KALI,Best Actress,
36514,z7m8d6forw,JOTI - LUCAS LAZARO,Best Comedian,
36515,aeka3xhk6m,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36516,3rqrep6kbd,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36517,xv5uukv2vc,JOHARI THABITI - MALUPELUPE,Best Actress,
36518,qvtvcsa56c,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36519,d2g9l30z8f,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36520,rve27vfkc1,GODLIVER GORDIAN - JUA KALI,Best Actress,
36521,s5h2nkauww,JUA KALI,Best Series,
36522,aeka3xhk6m,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36523,e4qp3gnxrj,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36524,4r167l1tl9,SALUNI YA MAMA KIMBO,Best Comedy,
36525,min75zl1ef,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36526,86epovf2dr,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36527,rve27vfkc1,JOTI - LUCAS LAZARO,Best Comedian,
36528,nkl8fooi6o,PILI - GLADNESS KIFALUKA,Best Comedian,
36529,fyt0v39fie,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36530,ux9k4sd2qw,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36531,oh5s4g9hc0,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36532,aeka3xhk6m,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36533,8nsdrn4pp1,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36534,izi616fe0m,GODLIVER GORDIAN - JUA KALI,Best Actress,
36535,yfc793q09x,PASUA KICHWA,Best Comedy,
36536,d2g9l30z8f,GODLIVER GORDIAN - JUA KALI,Best Actress,
36537,t5mdzlv3um,KIMBEMBE - SAID ZUBERI,Best Comedian,
36538,aeka3xhk6m,GODLIVER GORDIAN - JUA KALI,Best Actress,
36539,0e315rno6y,GODLIVER GORDIAN - JUA KALI,Best Actress,
36540,hu6jlzg7eo,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36541,0lkhvwwxv9,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
36542,g2ga91mlgc,NYARA,Best Feature Film,
36543,5ityotyxsu,GODLIVER GORDIAN - JUA KALI,Best Actress,
36544,bp7yo960vl,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36545,x1yvlk01km,JUA KALI,Best Series,
36546,yj0si4cfns,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36547,ux9k4sd2qw,GODLIVER GORDIAN - JUA KALI,Best Actress,
36548,bp5jup9v5g,GODLIVER GORDIAN - JUA KALI,Best Actress,
36549,56uzmqzy8n,CHA UROHO - HASSAN KAZO,Best Comedian,
36550,t13dv7pwbr,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36551,0e315rno6y,JUA KALI,Best Series,
36552,rve27vfkc1,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36553,egqj2m2e7w,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36554,8gmq13z0oi,JUA KALI,Best Series,
36555,dpp38e8avk,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
36556,swm8ztetii,SALUNI YA MAMA KIMBO,Best Comedy,
36557,ux9k4sd2qw,KIMBEMBE - SAID ZUBERI,Best Comedian,
36558,eq9vcf3pxf,GODLIVER GORDIAN - JUA KALI,Best Actress,
36559,8nsdrn4pp1,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36560,0jbwhmhthc,JOTI - LUCAS LAZARO,Best Comedian,
36561,hu6jlzg7eo,GODLIVER GORDIAN - JUA KALI,Best Actress,
36562,z7m8d6forw,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36563,fyt0v39fie,KIMBEMBE - SAID ZUBERI,Best Comedian,
36564,d2g9l30z8f,SALUNI YA MAMA KIMBO,Best Comedy,
36565,lwjpfa5wz2,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36566,uebq5lu2tl,GODLIVER GORDIAN - JUA KALI,Best Actress,
36567,iz1bxck8r2,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36568,t8o31gz8g9,SALUM AHMEDI  - KESHO,Best Actor,
36569,ux9k4sd2qw,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36570,56uzmqzy8n,JAMBO NA VIJIMAMBO,Best Comedy,
36571,ij5k535cmc,YUSUPH MLELA - KESHO,Best Supporting Actor,
36572,3x9z92c8sd,JUA KALI,Best Series,
36573,61k9w49g1q,JUA KALI,Best Series,
36574,eq9vcf3pxf,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36575,t5mdzlv3um,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36576,swm8ztetii,KIMBEMBE - SAID ZUBERI,Best Comedian,
36577,tf00s928rn,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36578,56uzmqzy8n,JAMBO NA VIJAMBO,Best Series Comedy(online ,
36579,ux9k4sd2qw,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36580,oh5s4g9hc0,MARIAM RABII - AHADI,Best Actress Audience Choice,
36581,lwjpfa5wz2,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
36582,y38xa90q74,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36583,9lpgckip8v,GODLIVER GORDIAN - JUA KALI,Best Actress,
36584,ux9k4sd2qw,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36585,6p5sma607j,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36586,61k9w49g1q,NURU YA MAISHA,Best Feature Film,
36587,x1yvlk01km,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36588,0lkhvwwxv9,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
36589,25ryfvopy0,SALUM AHMEDI  - KESHO,Best Actor,
36590,k0dw1m00rd,MARIAM RABII - AHADI,Best Actress Audience Choice,
36591,oh5s4g9hc0,HAIKUFUMA,Best Series,
36592,ybwhxexb11,GODLIVER GORDIAN - JUA KALI,Best Actress,
36593,0jbwhmhthc,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36594,8gmq13z0oi,KITIMTIM,Best Comedy,
36595,t5mdzlv3um,SALUNI YA MAMA KIMBO,Best Comedy,
36596,6p5sma607j,JUA KALI,Best Series,
36597,ux9k4sd2qw,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36598,oh5s4g9hc0,NYARA,Best Feature Film,
36599,f64beo3om8,JOTI - LUCAS LAZARO,Best Comedian,
36600,3x9z92c8sd,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36601,dpp38e8avk,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
36602,z7m8d6forw,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36603,oh5s4g9hc0,SALUNI YA MAMA KIMBO,Best Comedy,
36604,x1yvlk01km,GODLIVER GORDIAN - JUA KALI,Best Actress,
36605,3g1k4ng9af,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36606,0jbwhmhthc,JUA KALI,Best Series,
36607,id1wctct0y,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36608,3x9z92c8sd,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36609,07i9rm1edk,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36610,0n4q0v5467,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36611,oh5s4g9hc0,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36612,e59rw691yg,AHADI,Best Series,
36613,nqlm8e4vep,SALUM AHMEDI  - KESHO,Best Actor,
36614,9lpgckip8v,JUA KALI,Best Series,
36615,ybwhxexb11,KIMBEMBE - SAID ZUBERI,Best Comedian,
36616,2wooxbq0oo,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36617,sdsex543nv,GODLIVER GORDIAN - JUA KALI,Best Actress,
36618,wvwoohmzqe,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36619,dpp38e8avk,NURU YA MAISHA,Best Feature Film,
36620,3g1k4ng9af,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36621,bvj69h0p9n,CHRISTINA MRONI - DECISION,Best Actress,
36622,0lkhvwwxv9,NURU YA MAISHA,Best Feature Film,
36623,oh5s4g9hc0,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36624,qsp24afmh2,AHADI,Best Series,
36625,8nsdrn4pp1,JOTI - LUCAS LAZARO,Best Comedian,
36626,ul7z602rhk,KITIMTIM,Best Comedy,
36627,0n4q0v5467,MARIAM RABII - AHADI,Best Actress Audience Choice,
36628,7a467kf47j,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36629,3g1k4ng9af,JUA KALI,Best Series,
36630,9lpgckip8v,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36631,izsdb00w69,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36632,ybwhxexb11,JUA KALI,Best Series,
36633,re9yfzcu5d,SALUM AHMEDI  - KESHO,Best Actor,
36634,ul7z602rhk,KITIMTIM,Best Series Comedy(online ,
36635,fy7w6efht2,CHA UROHO - HASSAN KAZO,Best Comedian,
36636,z7m8d6forw,JUA KALI,Best Series,
36637,0n4q0v5467,HAIKUFUMA,Best Series,
36638,r4g8jg566f,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
36639,xbh23gjnim,SALUM AHMEDI  - KESHO,Best Actor,
36640,i770y8tdba,JUA KALI,Best Series,
36641,9lpgckip8v,KITIMTIM,Best Series Comedy(online ,
36642,t5xy3zknbf,HAIKUFUMA,Best Series,
36643,4r167l1tl9,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36644,ytun0nrwme,SALUM AHMEDI  - KESHO,Best Actor,
36645,0n4q0v5467,JANGA,Best Feature Film,
36646,3g1k4ng9af,OBAMBO,Best Feature Film,
36647,ul7z602rhk,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36648,9lpgckip8v,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36649,k0dw1m00rd,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
36650,0n4q0v5467,JAMBO NA VIJIMAMBO,Best Comedy,
36651,9geatbw4by,YUSUPH MLELA - KESHO,Best Supporting Actor,
36652,3g1k4ng9af,KITIMTIM,Best Comedy,
36653,g2ga91mlgc,GODLIVER GORDIAN - JUA KALI,Best Actress,
36654,ybwhxexb11,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36655,oh5s4g9hc0,TISHI ABDALLAH - KESHO,Best Actress,
36656,hu6jlzg7eo,KIMBEMBE - SAID ZUBERI,Best Comedian,
36657,ul7z602rhk,GODLIVER GORDIAN - JUA KALI,Best Actress,
36658,t5xy3zknbf,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36659,3g1k4ng9af,KITIMTIM,Best Series Comedy(online ,
36660,6xwkwbjuk9,GODLIVER GORDIAN - JUA KALI,Best Actress,
36661,oh5s4g9hc0,JOTI - LUCAS LAZARO,Best Comedian,
36662,hmy8foqqtk,SALUM AHMEDI  - KESHO,Best Actor,
36663,emvnguyxpo,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36664,wk2q8ssaof,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36665,st33pbc4dw,CHRISTINA MRONI - DECISION,Best Actress,
36666,4r167l1tl9,MARIAM RABII - AHADI,Best Actress Audience Choice,
36667,z7m8d6forw,NYARA,Best Feature Film,
36668,qsp24afmh2,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36669,kd4iw1giob,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
36670,ybwhxexb11,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36671,3g1k4ng9af,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36672,3ffxrh8ghr,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36673,ghu1puyy1j,HAIKUFUMA,Best Series,
36674,oh5s4g9hc0,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36675,ul7z602rhk,PILI - GLADNESS KIFALUKA,Best Comedian,
36676,wk2q8ssaof,JUA KALI,Best Series,
36677,45eneuy4e0,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36678,emvnguyxpo,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36679,4r167l1tl9,HAIKUFUMA,Best Series,
36680,e59rw691yg,GODLIVER GORDIAN - JUA KALI,Best Actress,
36681,ybwhxexb11,NYARA,Best Feature Film,
36682,t5xy3zknbf,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36683,3g1k4ng9af,GODLIVER GORDIAN - JUA KALI,Best Actress,
36684,emvnguyxpo,JUA KALI,Best Series,
36685,p7getxeb9a,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36686,id1wctct0y,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36687,oh5s4g9hc0,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36688,z7m8d6forw,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
36689,ybwhxexb11,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36690,wk2q8ssaof,GODLIVER GORDIAN - JUA KALI,Best Actress,
36691,k0dw1m00rd,NYARA,Best Feature Film,
36692,sa1lijkkjy,GODLIVER GORDIAN - JUA KALI,Best Actress,
36693,dpp38e8avk,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
36694,4agwsmt8zn,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
36695,id1wctct0y,JUA KALI,Best Series,
36696,4r167l1tl9,OBAMBO,Best Feature Film,
36697,kul76hl4jt,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36698,3g1k4ng9af,JOTI - LUCAS LAZARO,Best Comedian,
36699,g2a1jp1i1m,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36700,emvnguyxpo,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36701,id1wctct0y,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36702,n1m4mt19s,GODLIVER GORDIAN - JUA KALI,Best Actress,
36703,oh5s4g9hc0,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36704,g2ga91mlgc,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36705,ybwhxexb11,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36706,t5xy3zknbf,NYARA,Best Feature Film,
36707,p0q8s1lpa4,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36708,qsp24afmh2,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36709,xsz1tuoa7e,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36710,z7m8d6forw,GODLIVER GORDIAN - JUA KALI,Best Actress,
36711,0m5elbg13y,MARRY MTEMI - BANTU,Best Actress Audience Choice,
36712,kd4iw1giob,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36713,4r167l1tl9,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36714,id1wctct0y,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36715,ul7z602rhk,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36716,k7yjxrpke5,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36717,shjpbiu9h5,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36718,kul76hl4jt,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
