id,generated_id,voted_for,category,voted_id
36719,p0q8s1lpa4,GODLIVER GORDIAN - JUA KALI,Best Actress,
36720,emvnguyxpo,GODLIVER GORDIAN - JUA KALI,Best Actress,
36721,ewzrodspil,AHADI,Best Series,
36722,4agwsmt8zn,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36723,n1m4mt19s,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36724,hkpkdevkgc,GODLIVER GORDIAN - JUA KALI,Best Actress,
36725,ybwhxexb11,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36726,r4g8jg566f,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
36727,3g1k4ng9af,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36728,tcuvt1yuj8,JAMBO NA VIJIMAMBO,Best Comedy,
36729,t5xy3zknbf,SALUNI YA MAMA KIMBO,Best Comedy,
36730,p0q8s1lpa4,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36731,kd4iw1giob,JUA KALI,Best Series,
36732,r5ubcau9mw,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36733,qsp24afmh2,OBAMBO,Best Feature Film,
36734,7zbj301lhq,PASUA KICHWA,Best Comedy,
36735,4agwsmt8zn,JAMBO NA VIJAMBO,Best Series Comedy(online ,
36736,shjpbiu9h5,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36737,c62czlxjtz,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
36738,kul76hl4jt,AHADI,Best Series,
36739,n1m4mt19s,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36740,p0q8s1lpa4,YUSUPH MLELA - KESHO,Best Supporting Actor,
36741,h6yiqeow37,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36742,9ym64emqzf,SALUM AHMEDI  - KESHO,Best Actor,
36743,t5xy3zknbf,GODLIVER GORDIAN - JUA KALI,Best Actress,
36744,g2a1jp1i1m,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36745,97ovodoonw,SALUM AHMEDI  - KESHO,Best Actor,
36746,90x5d642gf,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36747,osrtk3svle,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36748,emvnguyxpo,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
36749,n1m4mt19s,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36750,kul76hl4jt,OBAMBO,Best Feature Film,
36751,0lkhvwwxv9,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
36752,qsp24afmh2,JAMBO NA VIJIMAMBO,Best Comedy,
36753,1cgpkjafls,SALUM AHMEDI  - KESHO,Best Actor,
36754,c62czlxjtz,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
36755,ybwhxexb11,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
36756,xtlons3p4r,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36757,t5xy3zknbf,KIMBEMBE - SAID ZUBERI,Best Comedian,
36758,dpp38e8avk,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
36759,30e1i8fb85,AHADI,Best Series,
36760,n1m4mt19s,JUA KALI,Best Series,
36761,h6yiqeow37,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36762,4r167l1tl9,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36763,0lkhvwwxv9,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
36764,kul76hl4jt,SALUNI YA MAMA KIMBO,Best Comedy,
36765,p0q8s1lpa4,PILI - GLADNESS KIFALUKA,Best Comedian,
36766,xtlons3p4r,OBAMBO,Best Feature Film,
36767,ybwhxexb11,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36768,21hibddc6v,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36769,zoirr71gs5,CHRISTINA MRONI - DECISION,Best Actress,
36770,iv3jj878eh,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36771,emvnguyxpo,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36772,615s8vqepf,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36773,4agwsmt8zn,MARIAM RABII - AHADI,Best Actress Audience Choice,
36774,97ovodoonw,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36775,1inqs5ca5w,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36776,0dbb213yva,UGONJWA WA KIFO,Best Feature Film,
36777,kqw4cgsia4,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36778,n1m4mt19s,SALUNI YA MAMA KIMBO,Best Comedy,
36779,kul76hl4jt,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36780,qsp24afmh2,JAMBO NA VIJAMBO,Best Series Comedy(online ,
36781,oh5s4g9hc0,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36782,0lkhvwwxv9,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36783,ajx8sf73b1,ALLY SIWILA (BANZO) - JANGA,Best Actor Audience Choice,
36784,25ryfvopy0,JUA KALI,Best Series,
36785,xtlons3p4r,KITIMTIM,Best Comedy,
36786,ecus3b505v,GODLIVER GORDIAN - JUA KALI,Best Actress,
36787,ybwhxexb11,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36788,n1m4mt19s,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36789,xtlons3p4r,KITIMTIM,Best Series Comedy(online ,
36790,g2a1jp1i1m,JUA KALI,Best Series,
36791,6wlbpzk05a,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
36792,8pb3twdvou,SALUNI YA MAMA KIMBO,Best Comedy,
36793,e59rw691yg,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36794,01q1j53gjr,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36795,qot8t0imm1,SALUM AHMEDI  - KESHO,Best Actor,
36796,kul76hl4jt,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36797,p0q8s1lpa4,JUA KALI,Best Series,
36798,cnhkcszoy3,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36799,4xdhtgrncz,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36800,n1m4mt19s,PILI - GLADNESS KIFALUKA,Best Comedian,
36801,j9dl4gx6oa,SALUNI YA MAMA KIMBO,Best Comedy,
36802,vuf1fulaio,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36803,2835wt01vz,PASUA KICHWA,Best Comedy,
36804,ecus3b505v,SALUNI YA MAMA KIMBO,Best Comedy,
36805,25ryfvopy0,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36806,kqw4cgsia4,MARIAM RABII - AHADI,Best Actress Audience Choice,
36807,615s8vqepf,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36808,zk6gbnl9om,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36809,n9b7k78a96,SALUM AHMEDI  - KESHO,Best Actor,
36810,p0q8s1lpa4,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36811,k0dw1m00rd,KITIMTIM,Best Comedy,
36812,kd4iw1giob,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36813,90x5d642gf,JUA KALI,Best Series,
36814,xtlons3p4r,GODLIVER GORDIAN - JUA KALI,Best Actress,
36815,kqw4cgsia4,HAIKUFUMA,Best Series,
36816,uca8fn9ob3,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36817,7zbj301lhq,PROFESA MAFINGO - ALEX WASPONGA,Best Comedian,
36818,ecus3b505v,JOTI - LUCAS LAZARO,Best Comedian,
36819,xtlons3p4r,PILI - GLADNESS KIFALUKA,Best Comedian,
36820,0dbb213yva,SALUNI YA MAMA KIMBO,Best Comedy,
36821,4r167l1tl9,KIMBEMBE - SAID ZUBERI,Best Comedian,
36822,8pb3twdvou,HAIKUFUMA,Best Series,
36823,kul76hl4jt,JOTI - LUCAS LAZARO,Best Comedian,
36824,0lkhvwwxv9,GODLIVER GORDIAN - JUA KALI,Best Actress,
36825,2835wt01vz,PROFESA MAFINGO - ALEX WASPONGA,Best Comedian,
36826,ohf7l4zoyh,GODLIVER GORDIAN - JUA KALI,Best Actress,
36827,n1m4mt19s,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36828,615s8vqepf,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36829,qsp24afmh2,CHA UROHO - HASSAN KAZO,Best Comedian,
36830,t5xy3zknbf,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36831,pni90sn299,KIMBEMBE - SAID ZUBERI,Best Comedian,
36832,4agwsmt8zn,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36833,50mgpfgz4z,HAIKUFUMA,Best Series,
36834,v1q2tvdlzt,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36835,fs9tsq5ctt,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36836,kqw4cgsia4,NURU YA MAISHA,Best Feature Film,
36837,ezihcswkz6,GODLIVER GORDIAN - JUA KALI,Best Actress,
36838,kul76hl4jt,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36839,yib63qtihc,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36840,k7yjxrpke5,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36841,pkgforoyf3,SALUM AHMEDI  - KESHO,Best Actor,
36842,0lkhvwwxv9,AHADI,Best Series,
36843,kufwg7uznn,PASUA KICHWA,Best Comedy,
36844,4agwsmt8zn,AHADI,Best Series,
36845,fsp5vukuro,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36846,sklyklu1t6,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
36847,tcuvt1yuj8,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36848,wtksh7hyt4,KIMBEMBE - SAID ZUBERI,Best Comedian,
36849,ecus3b505v,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36850,xtlons3p4r,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36851,t5xy3zknbf,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
36852,ohf7l4zoyh,JUA KALI,Best Series,
36853,0dbb213yva,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36854,4r167l1tl9,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36855,tfk3fy1p2i,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36856,kqw4cgsia4,SALUNI YA MAMA KIMBO,Best Comedy,
36857,qsp24afmh2,GODLIVER GORDIAN - JUA KALI,Best Actress,
36858,50mgpfgz4z,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36859,8pb3twdvou,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36860,0lkhvwwxv9,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36861,fsp5vukuro,MARRY MTEMI - BANTU,Best Actress Audience Choice,
36862,cyyefdcr3x,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36863,j1w7rugmpe,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36864,4agwsmt8zn,CHA UROHO - HASSAN KAZO,Best Comedian,
36865,4xdhtgrncz,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36866,zoirr71gs5,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36867,25ryfvopy0,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36868,9l38isg2x4,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36869,ewzrodspil,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36870,kqw4cgsia4,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36871,07rhvojrat,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36872,0lkhvwwxv9,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36873,wtksh7hyt4,SALUNI YA MAMA KIMBO,Best Comedy,
36874,ak77sjari9,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
36875,v1q2tvdlzt,AHADI,Best Series,
36876,qsp24afmh2,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36877,enw2kf6vty,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36878,30e1i8fb85,OBAMBO,Best Feature Film,
36879,8pb3twdvou,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36880,50mgpfgz4z,GODLIVER GORDIAN - JUA KALI,Best Actress,
36881,v1q2tvdlzt,NYARA,Best Feature Film,
36882,kqw4cgsia4,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36883,4r167l1tl9,NEST DANIEL- OBAMBO,Best Supporting Actor,
36884,fsp5vukuro,NURU YA MAISHA,Best Feature Film,
36885,v1q2tvdlzt,SALUNI YA MAMA KIMBO,Best Comedy,
36886,ohf7l4zoyh,JOTI - LUCAS LAZARO,Best Comedian,
36887,070qehfw2e,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36888,k0dw1m00rd,KITIMTIM,Best Series Comedy(online ,
36889,w513e43hkf,MARIAM ISMAIL - SLAY QUEEN,Best Actress Audience Choice,
36890,ioqypjol8m,GODLIVER GORDIAN - JUA KALI,Best Actress,
36891,6polzy484t,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36892,ecus3b505v,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36893,xdcd0fgaq5,JAMBO NA VIJAMBO,Best Series Comedy(online ,
36894,25ryfvopy0,KITIMTIM,Best Comedy,
36895,wnvkru6tcl,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36896,v1q2tvdlzt,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36897,wfqddizpkn,BABA OLIVIA,Best Series,
36898,kqw4cgsia4,GODLIVER GORDIAN - JUA KALI,Best Actress,
36899,50mgpfgz4z,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36900,qkjmi25oou,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36901,43c57nvvpg,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36902,nniru1jhv,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
36903,un0rtyd03q,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36904,7dtg2o1p2x,SALUM AHMEDI  - KESHO,Best Actor,
36905,070qehfw2e,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
36906,f0tdtdp9ia,CHRISTINA MRONI - DECISION,Best Actress,
36907,ohf7l4zoyh,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36908,mk5exxabv3,KIMBEMBE - SAID ZUBERI,Best Comedian,
36909,2qv4rkh7wr,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
36910,kufwg7uznn,PROFESA MAFINGO - ALEX WASPONGA,Best Comedian,
36911,v1q2tvdlzt,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36912,3r15j1u72v,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36913,6polzy484t,JUA KALI,Best Series,
36914,070qehfw2e,JUA KALI,Best Series,
36915,aqnc7sud9v,CHA UROHO - HASSAN KAZO,Best Comedian,
36916,0lkhvwwxv9,PILI - GLADNESS KIFALUKA,Best Comedian,
36917,0dbb213yva,KIMBEMBE - SAID ZUBERI,Best Comedian,
36918,qsp24afmh2,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36919,nniru1jhv,SLAY QUEEN,Best Series,
36920,izi616fe0m,JOTI - LUCAS LAZARO,Best Comedian,
36921,8pb3twdvou,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36922,enw2kf6vty,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36923,fs9tsq5ctt,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36924,070qehfw2e,OBAMBO,Best Feature Film,
36925,fsp5vukuro,SALUNI YA MAMA KIMBO,Best Comedy,
36926,c25kvxua2f,KIMBEMBE - SAID ZUBERI,Best Comedian,
36927,ohf7l4zoyh,JAMBO NA VIJAMBO,Best Series Comedy(online ,
36928,tbza78gwgn,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36929,0lkhvwwxv9,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36930,25ryfvopy0,KITIMTIM,Best Series Comedy(online ,
36931,owzy20j1pn,MARRY MTEMI - BANTU,Best Actress Audience Choice,
36932,rv5nvao3ix,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36933,nniru1jhv,OBAMBO,Best Feature Film,
36934,wbl7pcg7mw,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36935,hgxn9a3ux5,JUA KALI,Best Series,
36936,070qehfw2e,SALUNI YA MAMA KIMBO,Best Comedy,
36937,ogt7kx9hds,KIMBEMBE - SAID ZUBERI,Best Comedian,
36938,fsp5vukuro,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36939,30e1i8fb85,SALUNI YA MAMA KIMBO,Best Comedy,
36940,pc9y2alit5,PASUA KICHWA,Best Comedy,
36941,50mgpfgz4z,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
36942,nniru1jhv,SALUNI YA MAMA KIMBO,Best Comedy,
36943,0jxz8v2p6u,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
36944,070qehfw2e,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36945,hgxn9a3ux5,GODLIVER GORDIAN - JUA KALI,Best Actress,
36946,se8tij0iya,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36947,g2a1jp1i1m,SALUNI YA MAMA KIMBO,Best Comedy,
36948,fs9tsq5ctt,JUA KALI,Best Series,
36949,i6rt6ra2km,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36950,enw2kf6vty,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
36951,kqw4cgsia4,JOTI - LUCAS LAZARO,Best Comedian,
36952,ohf7l4zoyh,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36953,qsp24afmh2,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
36954,nniru1jhv,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36955,t5xy3zknbf,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
36956,mk5exxabv3,SADAM NAWANDA - HAIKUFUMA,Best Actor,
36957,g2a1jp1i1m,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36958,fcilo3gwrk,NEST DANIEL- OBAMBO,Best Supporting Actor,
36959,ogt7kx9hds,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36960,t6mmo9jxit,SALUM AHMEDI  - KESHO,Best Actor,
36961,mtpv57b267,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36962,070qehfw2e,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36963,n9e83vbxcu,SALUNI YA MAMA KIMBO,Best Comedy,
36964,fsp5vukuro,JOHN KOKOLO - JANGA,Best Actor,
36965,hgxn9a3ux5,PILI - GLADNESS KIFALUKA,Best Comedian,
36966,kqw4cgsia4,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36967,p3sqq8zedj,AHADI,Best Series,
36968,fs9tsq5ctt,NURU YA MAISHA,Best Feature Film,
36969,1tmxyq2ach,SALUNI YA MAMA KIMBO,Best Comedy,
36970,50mgpfgz4z,SALUNI YA MAMA KIMBO,Best Comedy,
36971,kx7h3ut9xh,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
36972,wbl7pcg7mw,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
36973,izi616fe0m,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
36974,k5djluzfut,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
36975,fsp5vukuro,JOTI - LUCAS LAZARO,Best Comedian,
36976,mk5exxabv3,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
36977,kqw4cgsia4,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
36978,0dbb213yva,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36979,070qehfw2e,JOHARI THABITI - MALUPELUPE,Best Actress,
36980,fs9tsq5ctt,KITIMTIM,Best Comedy,
36981,30e1i8fb85,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36982,n9e83vbxcu,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
36983,33lgj2th86,SALUM AHMEDI  - KESHO,Best Actor,
36984,jpo0yfoz4u,HAIKUFUMA,Best Series,
36985,hrxoz7mcpp,MARRY MTEMI - BANTU,Best Actress Audience Choice,
36986,50mgpfgz4z,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
36987,fs9tsq5ctt,KITIMTIM,Best Series Comedy(online ,
36988,hv4928wfg0,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36989,hgxn9a3ux5,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
36990,nniru1jhv,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36991,k0rq65ag8x,GODLIVER GORDIAN - JUA KALI,Best Actress,
36992,kx7h3ut9xh,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
36993,8fa1ps9dpb,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
36994,ogt7kx9hds,HAIKUFUMA,Best Series,
36995,070qehfw2e,JOTI - LUCAS LAZARO,Best Comedian,
36996,kqw4cgsia4,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
36997,6polzy484t,GODLIVER GORDIAN - JUA KALI,Best Actress,
36998,wbl7pcg7mw,HAIKUFUMA,Best Series,
36999,11xcqwvysd,PASUA KICHWA,Best Comedy,
37000,nhxcbptx9t,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
37001,ilnag86qeh,SALUM AHMEDI  - KESHO,Best Actor,
37002,g2a1jp1i1m,SALUM AHMEDI  - KESHO,Best Actor,
37003,fsp5vukuro,GODLIVER GORDIAN - JUA KALI,Best Actress,
37004,pc9y2alit5,PASUA KICHWA,Best Series Comedy(online ,
37005,zaxfdt8q04,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
37006,oj5ff983r3,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
37007,p3sqq8zedj,SALUNI YA MAMA KIMBO,Best Comedy,
37008,nniru1jhv,TISHI ABDALLAH - KESHO,Best Actress,
37009,50mgpfgz4z,JOTI - LUCAS LAZARO,Best Comedian,
37010,mk5exxabv3,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
37011,0dbb213yva,GODLIVER GORDIAN - JUA KALI,Best Actress,
37012,ohf7l4zoyh,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
37013,kx7h3ut9xh,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
37014,kqw4cgsia4,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
37015,n9e83vbxcu,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
37016,1tmxyq2ach,JUA KALI,Best Series,
37017,qsp24afmh2,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
37018,fs9tsq5ctt,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
37019,tv7l06n0hh,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
37020,g2a1jp1i1m,GODLIVER GORDIAN - JUA KALI,Best Actress,
37021,jpo0yfoz4u,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
37022,nniru1jhv,KIMBEMBE - SAID ZUBERI,Best Comedian,
37023,wbl7pcg7mw,NURU YA MAISHA,Best Feature Film,
37024,1tmxyq2ach,JANGA,Best Feature Film,
37025,f0tdtdp9ia,JAMBO NA VIJIMAMBO,Best Comedy,
37026,n9e83vbxcu,MARRY MTEMI - BANTU,Best Actress Audience Choice,
37027,kx7h3ut9xh,JUA KALI,Best Series,
37028,ogt7kx9hds,GODLIVER GORDIAN - JUA KALI,Best Actress,
37029,ohf7l4zoyh,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
37030,xifk2jdive,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
37031,mk5exxabv3,HAIKUFUMA,Best Series,
37032,3lrjnf2y4n,YUSUPH MLELA - KESHO,Best Supporting Actor,
37033,k0rq65ag8x,JUA KALI,Best Series,
37034,fsp5vukuro,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
37035,n9e83vbxcu,HAIKUFUMA,Best Series,
37036,nniru1jhv,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
37037,kx7h3ut9xh,OBAMBO,Best Feature Film,
37038,wbl7pcg7mw,KITIMTIM,Best Comedy,
37039,zaxfdt8q04,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
37040,n9e83vbxcu,JAMBO NA VIJAMBO,Best Series Comedy(online ,
37041,j83kfgs97b,NYARA,Best Feature Film,
37042,xifk2jdive,JUA KALI,Best Series,
37043,1tmxyq2ach,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
37044,wbl7pcg7mw,KITIMTIM,Best Series Comedy(online ,
37045,g2a1jp1i1m,KIMBEMBE - SAID ZUBERI,Best Comedian,
37046,fsp5vukuro,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
37047,eeq6xoh4v1,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
37048,gf0kbgumrl,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
37049,jpo0yfoz4u,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
37050,zaxfdt8q04,JUA KALI,Best Series,
37051,almz2xb1if,SELEMAN BARAFU (MUDILEE) - SLAY QUEEN,Best Actor Audience Choice,
37052,oj5ff983r3,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
37053,n9e83vbxcu,JOTI - LUCAS LAZARO,Best Comedian,
37054,mk5exxabv3,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
37055,rilqnw3vh3,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
